,Predator,Prey
461, Amphiroa crustacea II                    , Thick leathery macroalgae                  
462, Amphiroa crustacea II                    , Crustose coralline algae                   
463, Omnivorous crustacea VII                   , Filamentous macroalgae                    
464, Omnivorous crustacea VII                   , Sheet macroalgae                       
465, Omnivorous crustacea VII                   , Endolithic polychaetes                    
466, Omnivorous crustacea VII                   , Cleaner crustacea I                     
467, Omnivorous crustacea VII                   , Omnivorous crustacea VII                   
468, Omnivorous crustacea VII                   , Micro-detritivores                      
469, Omnivorous crustacea VIII                  , Filamentous macroalgae                    
470, Omnivorous crustacea VIII                  , Sheet macroalgae                       
471, Omnivorous crustacea VIII                  , Coarsely branched macroalgae                 
472, Omnivorous crustacea VIII                  , Jointed calcareous macroalgae                
473, Omnivorous crustacea VIII                  , Thick leathery macroalgae                  
474, Omnivorous crustacea VIII                  , Crustose coralline algae                   
475, Omnivorous crustacea VIII                  , Epibenthic sponges                      
476, Omnivorous crustacea VIII                  , Corallivorous polychaetes                  
477, Omnivorous crustacea VIII                  , Epiphytic autotrophs                     
478, Omnivorous crustacea VIII                  , Endolithic polychaetes                    
479, Omnivorous crustacea VIII                  , Omnivorous crustacea VII                   
480, Omnivorous crustacea IX                   , Filamentous macroalgae                    
481, Omnivorous crustacea IX                   , Sheet macroalgae                       
482, Omnivorous crustacea IX                   , Coarsely branched macroalgae                 
483, Omnivorous crustacea IX                   , Jointed calcareous macroalgae                
484, Omnivorous crustacea IX                   , Thick leathery macroalgae                  
485, Omnivorous crustacea IX                   , Crustose coralline algae                   
486, Omnivorous crustacea IX                   , Epibenthic sponges                      
